username,repository_name,image_link,created_at,last_updated,last_modified,pull_count,star_count,description
adarshrk568,dscc,https://hub.docker.com/r/adarshrk568/dscc,2025-07-07,2025-07-07,2025-11-09,12,0,lab exercise
adarshrk568,db-connector-image,https://hub.docker.com/r/adarshrk568/db-connector-image,2025-07-07,2025-07-07,2025-11-11,19,0,lab exercise : Database connection App
adarshrk568,web-scrapper,https://hub.docker.com/r/adarshrk568/web-scrapper,2025-07-09,2025-07-09,2025-11-09,18,0,lab exercise
adarshrk568,custom-ipfs-node,https://hub.docker.com/r/adarshrk568/custom-ipfs-node,2025-07-16,2025-08-21,2025-11-11,46,0,"Assignment : IPFS node container on linux for file upload,IPNS publish,pinning and share"
adarshrk568,lab1,https://hub.docker.com/r/adarshrk568/lab1,2025-08-20,2025-08-20,2025-11-09,11,0,Assignment
adarshrk568,flask-app,https://hub.docker.com/r/adarshrk568/flask-app,2025-10-30,2025-10-30,2025-11-11,31,0,Assignment : Flask app
adithyans636,practice,https://hub.docker.com/r/adithyans636/practice,2025-07-07,2025-07-08,2025-11-10,19,0,"Creates a folder DSCC & a file Lab1.txt, echoes ""adithyans636"", and runs cat Lab1.txt - Practice."
adithyans636,lab1-app,https://hub.docker.com/r/adithyans636/lab1-app,2025-07-07,2025-07-07,2025-11-10,16,0,Docker image for database connector - Lab exercise
adithyans636,scraper,https://hub.docker.com/r/adithyans636/scraper,2025-07-09,2025-07-10,2025-11-10,32,0,Runs python script to scrape and print all <h1> and <h2> tags from a webpage - Lab exercise
adithyans636,lab-eval1,https://hub.docker.com/r/adithyans636/lab-eval1,2025-07-12,2025-07-12,2025-11-10,10,0,Hosts a website using NGINX - Lab evaluation
adithyans636,ipfs-docker,https://hub.docker.com/r/adithyans636/ipfs-docker,2025-07-16,2025-07-16,2025-11-10,36,0,Downloads and sets up ipfs network - Lab exercise.
adithyans636,ipfs-private,https://hub.docker.com/r/adithyans636/ipfs-private,2025-08-13,2025-08-13,2025-11-10,34,0,Downloads kubo and sets up a private ipfs network - Lab assignment.
adithyans636,midtermeval,https://hub.docker.com/r/adithyans636/midtermeval,2025-08-21,2025-08-21,2025-11-10,21,0,This docker image hosts a website that lets you download docker image from IPFS  - Midterm
adithyans636,test1,https://hub.docker.com/r/adithyans636/test1,2025-10-23,2025-10-23,2025-11-10,21,0,"The docker image hosts a webpage that displays ""Hello World""- Practice"
agil2004,practice-exercise,https://hub.docker.com/r/agil2004/practice-exercise,2025-07-17,2025-07-17,2025-11-11,19,0,Assignment 0: Flask app connecting to PostgreSQL for secure database access via environment vars.
agil2004,db-connector,https://hub.docker.com/r/agil2004/db-connector,2025-07-17,2025-07-17,2025-11-11,19,0,"Assignment 1 Database connection app using Python to link, query, and manage records securely."
agil2004,additional-assignment,https://hub.docker.com/r/agil2004/additional-assignment,2025-07-17,2025-07-17,2025-11-11,16,0,"Assignment-2: Python web scraper using BeautifulSoup to extract, parse, and store data."
agil2004,custom-ipfs-node,https://hub.docker.com/r/agil2004/custom-ipfs-node,2025-07-30,2025-07-30,2025-11-11,37,0,"Class Assignment: IPFS node container on Ubuntu for file upload, IPNS publish, pinning, and share"
agil2004,lab1,https://hub.docker.com/r/agil2004/lab1,2025-08-20,2025-08-20,2025-11-11,17,0,Assignment 0: Flask app connecting to PostgreSQL for secure database access via environment vars.
agil2004,flaskapp,https://hub.docker.com/r/agil2004/flaskapp,2025-08-21,2025-08-21,2025-11-11,18,0,MIDTERM-Lightweight Flask app showing student ID and name via env variables.
agil2004,nginx,https://hub.docker.com/r/agil2004/nginx,2025-11-12,2025-11-12,2025-11-12,7,0,
aish2913,alpine-dscc,https://hub.docker.com/r/aish2913/alpine-dscc,2025-07-07,2025-07-07,2025-11-10,14,0,Assignment0:Alpine-based Docker image  with basic setup and environment configuration.
aish2913,db-connector,https://hub.docker.com/r/aish2913/db-connector,2025-07-07,2025-07-07,2025-11-10,29,0,"Assignment 1: Database connection app using Python to link, query, and manage records securely."
aish2913,python-web-scraper,https://hub.docker.com/r/aish2913/python-web-scraper,2025-07-09,2025-07-09,2025-11-10,16,0,"Assignment 2: Python web scraper using BeautifulSoup to extract, parse, and store data."
aish2913,website,https://hub.docker.com/r/aish2913/website,2025-07-12,2025-07-12,2025-11-10,16,0,NGINX Docker image setup with entrypoint and configuration scripts.
aish2913,flaskapp,https://hub.docker.com/r/aish2913/flaskapp,2025-08-21,2025-08-21,2025-11-10,17,0,Flask app connecting to PostgreSQL for secure database access via environment variables.
aish2913,flaskmidterm,https://hub.docker.com/r/aish2913/flaskmidterm,2025-10-30,2025-10-30,2025-11-10,16,0,Flask app showing student ID and name via environment variables.
aish2913,ipfs-nginx-cys-endsem-22004,https://hub.docker.com/r/aish2913/ipfs-nginx-cys-endsem-22004,2025-11-10,2025-11-10,2025-11-10,31,0,"Ubuntu NGINX + IPFS image automating JSON upload, IPNS publish, pinning."
amalpromass,dscc-lab1-practice-exercise,https://hub.docker.com/r/amalpromass/dscc-lab1-practice-exercise,2025-07-08,2025-07-08,2025-11-10,12,0,lab 1 practice exercise
amalpromass,dscc-lab1-db,https://hub.docker.com/r/amalpromass/dscc-lab1-db,2025-07-08,2025-07-08,2025-11-10,15,0,lab 1 which includes the data base
amalpromass,dscc-lab1-additional-assigment,https://hub.docker.com/r/amalpromass/dscc-lab1-additional-assigment,2025-07-09,2025-07-09,2025-11-10,3,0,lab 1 additional assigment
amalpromass,lev-1,https://hub.docker.com/r/amalpromass/lev-1,2025-07-12,2025-07-12,2025-11-10,8,0,The first lab eval
amalpromass,ipfs-node,https://hub.docker.com/r/amalpromass/ipfs-node,2025-07-16,2025-07-16,2025-11-10,36,0,ipfs node pratice lab
amalpromass,private-ipfs,https://hub.docker.com/r/amalpromass/private-ipfs,2025-08-13,2025-08-13,2025-11-10,30,0,private ipfs pratice lab
amalpromass,v1,https://hub.docker.com/r/amalpromass/v1,2025-08-21,2025-08-21,2025-11-10,9,0,this is midterm lab eval version 1 image
amalpromass,v1.2,https://hub.docker.com/r/amalpromass/v1.2,2025-08-21,2025-08-21,2025-11-10,12,0,this is midterm lab eval version 1.2 image
amalpromass,ipfs-nginx-cys-endsem-22005,https://hub.docker.com/r/amalpromass/ipfs-nginx-cys-endsem-22005,2025-10-31,2025-10-31,2025-11-10,33,0,This is the EndSem lab eval image.
darkstorm22,lab1-practice_excersise,https://hub.docker.com/r/darkstorm22/lab1-practice_excersise,2025-07-09,2025-07-09,2025-11-10,1,0,Practice exercise (attempt 1)
darkstorm22,lab1-practice-excersise,https://hub.docker.com/r/darkstorm22/lab1-practice-excersise,2025-07-09,2025-07-09,2025-11-10,1,0,Practice exercise (attempt 2)
darkstorm22,lab1-practice-exercise,https://hub.docker.com/r/darkstorm22/lab1-practice-exercise,2025-07-09,2025-07-09,2025-11-10,1,0,Practice exercise (attempt 3)
darkstorm22,db-connector-app,https://hub.docker.com/r/darkstorm22/db-connector-app,2025-07-09,2025-07-09,2025-11-10,6,0,Assignment 1: Database connection app using Python
darkstorm22,web-scraper-app,https://hub.docker.com/r/darkstorm22/web-scraper-app,2025-07-09,2025-07-09,2025-11-10,11,0,Assignment - 2 : Python web scraper
darkstorm22,labeval,https://hub.docker.com/r/darkstorm22/labeval,2025-07-12,2025-07-12,2025-11-10,13,0,Lab Evaluation 1
darkstorm22,custom-ipfs-node,https://hub.docker.com/r/darkstorm22/custom-ipfs-node,2025-07-16,2025-07-16,2025-11-10,31,0,Practice Custom IPFS Node
darkstorm22,private-ipfs,https://hub.docker.com/r/darkstorm22/private-ipfs,2025-08-13,2025-08-13,2025-11-10,25,0,Practice Private IPFS
darkstorm22,flaskapp,https://hub.docker.com/r/darkstorm22/flaskapp,2025-08-21,2025-08-21,2025-11-10,14,0,Midterm: Dockerized Flask App with IPNS-Backed Docker Image Hosting
darkstorm22,ipfs-nginx-cys-endsem-22006,https://hub.docker.com/r/darkstorm22/ipfs-nginx-cys-endsem-22006,2025-10-31,2025-10-31,2025-11-10,28,0,EndSem: IPFS node & NGINX server to auto-upload and serve files.
anaswarasureshmk,dscc-lab1,https://hub.docker.com/r/anaswarasureshmk/dscc-lab1,2025-07-07,2025-07-07,2025-11-10,9,0,Container sets a roll number environment variable and runs a shell. Done for Lab 1 exercise.
anaswarasureshmk,mongo-connector,https://hub.docker.com/r/anaswarasureshmk/mongo-connector,2025-07-07,2025-07-07,2025-11-10,21,0,Python app connecting to MongoDB using environment variables. Done for lab exercise.
anaswarasureshmk,dscc-lab2,https://hub.docker.com/r/anaswarasureshmk/dscc-lab2,2025-07-09,2025-07-10,2025-11-10,17,0,A web scraper that collects data from a target URL using environment variables. Done for Lab 2.
anaswarasureshmk,lab1eval,https://hub.docker.com/r/anaswarasureshmk/lab1eval,2025-07-12,2025-07-12,2025-11-10,11,0,NGINX web server container built and configured for Lab 1 Evaluation.
anaswarasureshmk,ipfs-docker-node,https://hub.docker.com/r/anaswarasureshmk/ipfs-docker-node,2025-07-16,2025-07-16,2025-11-10,35,0,Sets up an IPFS network on Ubuntu for uploading and sharing files via IPNS. Done for lab exercise.
anaswarasureshmk,flaskapp,https://hub.docker.com/r/anaswarasureshmk/flaskapp,2025-08-21,2025-10-31,2025-11-10,34,0,Lightweight Flask app showing student ID and name using environment variables. Done for Midterm lab
anaswarasureshmk,ipfs-nginx-cys-endsem-22007,https://hub.docker.com/r/anaswarasureshmk/ipfs-nginx-cys-endsem-22007,2025-10-31,2025-10-31,2025-11-10,31,0,NGINX + IPFS container automating JSON uploads and IPNS publishing. Done for end-sem evaluation.
lol0lol,alpine-dscc,https://hub.docker.com/r/lol0lol/alpine-dscc,2025-07-08,2025-07-09,2025-11-10,12,0,Lab Assignment Basic Docker
lol0lol,db-connector,https://hub.docker.com/r/lol0lol/db-connector,2025-07-09,2025-07-09,2025-11-10,7,0,Lab Assignment DB Connector
lol0lol,web-scraper,https://hub.docker.com/r/lol0lol/web-scraper,2025-07-09,2025-07-09,2025-11-10,12,0,Lab Assignment Web Scraper
lol0lol,lab1eval,https://hub.docker.com/r/lol0lol/lab1eval,2025-07-12,2025-07-12,2025-11-10,13,0,Lab Evaluation - 1 Basic Docker
lol0lol,docker-ipfs,https://hub.docker.com/r/lol0lol/docker-ipfs,2025-07-17,2025-07-17,2025-11-10,29,0,Lab Assignment - ipfs
lol0lol,ipns-private,https://hub.docker.com/r/lol0lol/ipns-private,2025-08-13,2025-08-14,2025-11-10,19,0,Lab Assignment - ipns
lol0lol,mid-lab,https://hub.docker.com/r/lol0lol/mid-lab,2025-08-21,2025-08-21,2025-11-10,17,0,Mid Term Lab Evaluation - ipfs-flask
lol0lol,ipfs-nginx-cys-endsem-22008,https://hub.docker.com/r/lol0lol/ipfs-nginx-cys-endsem-22008,2025-10-31,2025-10-31,2025-11-10,39,0,End Semester Lab Evaluation - ipfs-nginx
cbenu4cys22009,clouddemo,https://hub.docker.com/r/cbenu4cys22009/clouddemo,2025-07-07,2025-07-07,2025-11-11,11,0,Assignment 0 Cloud demo image repository
cbenu4cys22009,dscc-lab1,https://hub.docker.com/r/cbenu4cys22009/dscc-lab1,2025-07-07,2025-07-07,2025-11-11,12,0,"DSCC-lab1 ,practice"
cbenu4cys22009,db-connector,https://hub.docker.com/r/cbenu4cys22009/db-connector,2025-07-07,2025-07-07,2025-11-11,19,0,"Assignment 1,db connector"
cbenu4cys22009,web-scraper,https://hub.docker.com/r/cbenu4cys22009/web-scraper,2025-07-09,2025-07-10,2025-11-11,23,0,"Assignment 2,Web scraper using python"
cbenu4cys22009,website,https://hub.docker.com/r/cbenu4cys22009/website,2025-07-12,2025-07-12,2025-11-11,9,0,Dockerfile for building an NGINX container image with custom entrypoint and configuration scripts.
cbenu4cys22009,custom-ipfs-node,https://hub.docker.com/r/cbenu4cys22009/custom-ipfs-node,2025-07-16,2025-07-16,2025-11-11,29,0,Docker private ipfs node
cbenu4cys22009,flaskapp,https://hub.docker.com/r/cbenu4cys22009/flaskapp,2025-08-21,2025-08-21,2025-11-11,21,0,Mid term evaluation
aadhithyasiv,practice-exercise,https://hub.docker.com/r/aadhithyasiv/practice-exercise,2025-07-07,2025-07-07,2025-11-11,14,0,
aadhithyasiv,db-connector-app,https://hub.docker.com/r/aadhithyasiv/db-connector-app,2025-07-07,2025-07-07,2025-11-11,22,0,
aadhithyasiv,practice,https://hub.docker.com/r/aadhithyasiv/practice,2025-07-08,2025-07-08,2025-11-09,23,0,
aadhithyasiv,py-scraper,https://hub.docker.com/r/aadhithyasiv/py-scraper,2025-07-09,2025-07-09,2025-11-11,10,0,
aadhithyasiv,python-scraper,https://hub.docker.com/r/aadhithyasiv/python-scraper,2025-07-09,2025-07-09,2025-11-11,10,0,
aadhithyasiv,py-scraperr,https://hub.docker.com/r/aadhithyasiv/py-scraperr,2025-07-09,2025-07-09,2025-11-11,14,0,
aadhithyasiv,private-ipfs,https://hub.docker.com/r/aadhithyasiv/private-ipfs,2025-08-13,2025-08-13,2025-11-11,41,0,
aadhithyasiv,ipfstest,https://hub.docker.com/r/aadhithyasiv/ipfstest,2025-08-20,2025-08-20,2025-11-11,35,0,
aadhithyasiv,flashapp,https://hub.docker.com/r/aadhithyasiv/flashapp,2025-08-21,2025-08-21,2025-11-11,15,0,
aadhithyasiv,app,https://hub.docker.com/r/aadhithyasiv/app,2025-08-21,2025-08-21,2025-11-11,17,0,
aadhithyasiv,ipfs-nginx-cys-endsem-22010,https://hub.docker.com/r/aadhithyasiv/ipfs-nginx-cys-endsem-22010,2025-10-31,2025-10-31,2025-11-09,28,0,
akshit404,idk,https://hub.docker.com/r/akshit404/idk,2025-07-12,2025-07-12,2025-07-12,7,0,
akshit404,flask-midterm,https://hub.docker.com/r/akshit404/flask-midterm,2025-08-21,2025-08-21,2025-08-21,15,0,
dockerthingy123,dscc_lab1,https://hub.docker.com/r/dockerthingy123/dscc_lab1,2025-07-07,2025-07-07,2025-11-11,14,0,Lab_1
dockerthingy123,python-db-connector,https://hub.docker.com/r/dockerthingy123/python-db-connector,2025-07-07,2025-07-07,2025-11-11,22,0,Connecting to DB
dockerthingy123,my-scraper,https://hub.docker.com/r/dockerthingy123/my-scraper,2025-07-09,2025-07-09,2025-11-11,9,0,Scraping websites
dockerthingy123,ipfsnode,https://hub.docker.com/r/dockerthingy123/ipfsnode,2025-07-16,2025-07-16,2025-07-16,22,0,
dockerthingy123,privateipfsnode1,https://hub.docker.com/r/dockerthingy123/privateipfsnode1,2025-08-13,2025-08-13,2025-11-11,15,0,ipfs node creation
dockerthingy123,privateipfsnode2,https://hub.docker.com/r/dockerthingy123/privateipfsnode2,2025-08-13,2025-08-13,2025-11-11,25,0,ipfs node creation
dockerthingy123,flaskapp,https://hub.docker.com/r/dockerthingy123/flaskapp,2025-08-21,2025-08-21,2025-11-11,19,0,Midterm evaluation
dockerthingy123,dockerthingy,https://hub.docker.com/r/dockerthingy123/dockerthingy,2025-10-31,2025-10-31,2025-11-11,24,0,End semester lab evaluation
sai150404,db-connector-lab1,https://hub.docker.com/r/sai150404/db-connector-lab1,2025-07-08,2025-07-08,2025-11-12,13,0,"Assignment 1: Database connection app using Python to link, query, and manage records securely."
sai150404,web-scraper-app,https://hub.docker.com/r/sai150404/web-scraper-app,2025-07-11,2025-07-11,2025-11-12,22,0,"Assignment - 2 : Python web scraper using BeautifulSoup to extract, parse, and store data."
sai150404,lab1eval,https://hub.docker.com/r/sai150404/lab1eval,2025-07-12,2025-07-12,2025-11-12,10,0,"Class Assignment: IPFS node container on Ubuntu for file upload, IPNS publish, pinning, and share."
sai150404,midtermexam,https://hub.docker.com/r/sai150404/midtermexam,2025-08-21,2025-08-21,2025-11-12,20,0,MIDTERM - Lightweight Flask app showing student ID and name via env variables.
sai150404,flaskapp,https://hub.docker.com/r/sai150404/flaskapp,2025-10-31,2025-10-31,2025-11-12,28,0,MIDTERM - Lightweight Flask app showing student ID and name via env variables.
prem011,web-scraper,https://hub.docker.com/r/prem011/web-scraper,2025-07-09,2025-07-09,2025-11-10,12,0,Assignment-2:Python web scraper using BeautifulSoup to extract and store data.
prem011,lab1-image,https://hub.docker.com/r/prem011/lab1-image,2025-07-09,2025-07-09,2025-11-10,2,0,"ipfs-node: IPFS node on Ubuntu for file upload, IPNS publish, and sharing."
prem011,db-connector-image,https://hub.docker.com/r/prem011/db-connector-image,2025-07-09,2025-07-09,2025-11-10,8,0,"Assignment-1:Python app for secure DB link, query, and record management."
prem011,lab1eval,https://hub.docker.com/r/prem011/lab1eval,2025-07-12,2025-07-12,2025-11-10,15,0,Flask app connecting to PostgreSQL using env vars for secure access.
prem011,flaskmidterm,https://hub.docker.com/r/prem011/flaskmidterm,2025-09-29,2025-09-29,2025-11-10,34,0,Lightweight Flask app showing student ID and name via env vars.
prem011,ipfs-nginx-cys-endsem-22014,https://hub.docker.com/r/prem011/ipfs-nginx-cys-endsem-22014,2025-10-31,2025-10-31,2025-11-10,25,0,"EndSem: Ubuntu + NGINX + IPFS for automated JSON upload, IPNS publish, pin, and serve."
rishi3161,my-scraper,https://hub.docker.com/r/rishi3161/my-scraper,2025-07-09,2025-07-09,2025-07-09,9,0,
rishi3161,dscc-lab1,https://hub.docker.com/r/rishi3161/dscc-lab1,2025-07-10,2025-07-10,2025-07-10,7,0,
rishi3161,db-connector,https://hub.docker.com/r/rishi3161/db-connector,2025-07-10,2025-07-10,2025-07-10,16,0,
rishi3161,lab-eval1,https://hub.docker.com/r/rishi3161/lab-eval1,2025-07-12,2025-07-12,2025-07-12,11,0,
rishi3161,ipfs-node,https://hub.docker.com/r/rishi3161/ipfs-node,2025-07-16,2025-07-16,2025-07-16,21,0,
rishi3161,flaskmidterm,https://hub.docker.com/r/rishi3161/flaskmidterm,2025-09-29,2025-09-29,2025-09-29,47,0,
rishi3161,ipfs-nginx-cys-endsem-22015,https://hub.docker.com/r/rishi3161/ipfs-nginx-cys-endsem-22015,2025-10-31,2025-10-31,2025-10-31,25,0,
ams7,mongo-connector-app,https://hub.docker.com/r/ams7/mongo-connector-app,2025-07-07,2025-07-07,2025-11-10,13,0,"Assignment 1: Database connection app using Python to link, query, and manage records securely."
ams7,dscc-lab1,https://hub.docker.com/r/ams7/dscc-lab1,2025-07-07,2025-07-07,2025-11-10,9,0,Assignment 0: Flask app connecting to PostgreSQL for secure database access via environment vars.
ams7,web-scraper,https://hub.docker.com/r/ams7/web-scraper,2025-07-09,2025-07-10,2025-11-10,16,0,"Assignment - 2: Python web scraper using BeautifulSoup to extract, parse, and store data."
ams7,lab1eval,https://hub.docker.com/r/ams7/lab1eval,2025-07-12,2025-07-12,2025-07-12,6,0,
ams7,ipfs-arm64,https://hub.docker.com/r/ams7/ipfs-arm64,2025-07-16,2025-07-16,2025-11-10,11,0,Assignment 4: custom Docker image for running an IPFS node with exposed API and Gateway access.
ams7,ipfs-private,https://hub.docker.com/r/ams7/ipfs-private,2025-08-13,2025-08-13,2025-11-10,35,0,Built and tagged a private IPFS node
ams7,v1,https://hub.docker.com/r/ams7/v1,2025-08-21,2025-08-21,2025-11-10,6,0,MidTerm - part 1
ams7,v1.2,https://hub.docker.com/r/ams7/v1.2,2025-08-21,2025-08-21,2025-11-10,9,0,Midterm part - 2
ams7,ipfs-nginx-cys-endsem-22016,https://hub.docker.com/r/ams7/ipfs-nginx-cys-endsem-22016,2025-10-31,2025-10-31,2025-11-10,15,0,"End Semester - private IPFS and NGINX to automate, publish, and serve JSON files."
vyshalichitla,clouddemo,https://hub.docker.com/r/vyshalichitla/clouddemo,2025-07-07,2025-07-07,2025-07-07,0,0,Cloud demo image repository
vyshalichitla,demoimage,https://hub.docker.com/r/vyshalichitla/demoimage,2025-07-07,2025-07-07,2025-07-07,11,0,
vyshalichitla,lab1-image,https://hub.docker.com/r/vyshalichitla/lab1-image,2025-07-07,2025-07-07,2025-07-07,8,0,
vyshalichitla,db-connector-image,https://hub.docker.com/r/vyshalichitla/db-connector-image,2025-07-07,2025-07-07,2025-07-07,14,0,
vyshalichitla,web-scraper,https://hub.docker.com/r/vyshalichitla/web-scraper,2025-07-09,2025-07-09,2025-07-09,12,0,
vyshalichitla,lab1eval,https://hub.docker.com/r/vyshalichitla/lab1eval,2025-07-12,2025-07-12,2025-07-12,9,0,
vyshalichitla,ipfs-private,https://hub.docker.com/r/vyshalichitla/ipfs-private,2025-08-13,2025-08-13,2025-08-13,15,0,
vyshalichitla,flaskappv1,https://hub.docker.com/r/vyshalichitla/flaskappv1,2025-08-21,2025-08-21,2025-08-21,15,0,
vyshalichitla,flaskappv2,https://hub.docker.com/r/vyshalichitla/flaskappv2,2025-08-21,2025-08-21,2025-08-21,14,0,
vyshalichitla,myapp,https://hub.docker.com/r/vyshalichitla/myapp,2025-11-10,2025-11-10,2025-11-10,14,0,
charank1904,db-connector,https://hub.docker.com/r/charank1904/db-connector,2025-07-06,2025-07-06,2025-11-11,22,0,"Assignment 1 : Database connection app using Python to link, query, manage records"
charank1904,assignment-1,https://hub.docker.com/r/charank1904/assignment-1,2025-07-08,2025-07-08,2025-11-11,14,0,Flask app connection with PostgreSQL for secure DB access
charank1904,web-scraper-v1,https://hub.docker.com/r/charank1904/web-scraper-v1,2025-07-09,2025-07-09,2025-11-11,10,0,"Python web scraper using BeautifulSoup to extract, parse and store data"
charank1904,ipfs-docker-node,https://hub.docker.com/r/charank1904/ipfs-docker-node,2025-07-16,2025-07-16,2025-11-11,27,0,"IPFS node container for file upload, IPNS publish, pin and share"
charank1904,private-ipfs,https://hub.docker.com/r/charank1904/private-ipfs,2025-08-13,2025-08-13,2025-11-11,10,0,"Practice - Private IPFS to upload files, IPNS publish, pin and share"
charank1904,web-scraper,https://hub.docker.com/r/charank1904/web-scraper,2025-08-20,2025-08-20,2025-11-11,19,0,Practice - Python web scraper using BeautifulSoup
charank1904,midterm-flask-ipfs,https://hub.docker.com/r/charank1904/midterm-flask-ipfs,2025-08-21,2025-08-21,2025-11-11,17,0,Lightweight Flask app that shows student ID and name via ENV variables
hansicachinni,myapp,https://hub.docker.com/r/hansicachinni/myapp,2025-08-13,2025-08-13,2025-11-11,10,0,Docker first practice exercise
hansicachinni,ipfs-private-network,https://hub.docker.com/r/hansicachinni/ipfs-private-network,2025-08-13,2025-08-13,2025-11-11,47,0,"IPFS private network practice - Shared swarm.key, custom bootstrap peers, no public discovery."
hansicachinni,demo-flask,https://hub.docker.com/r/hansicachinni/demo-flask,2025-09-28,2025-09-28,2025-11-11,24,0,Dockerized Flask web app that returns “Hello from Dockerized Flask on Windows!” when accessed.
hansicachinni,practice-alpine,https://hub.docker.com/r/hansicachinni/practice-alpine,2025-09-28,2025-09-28,2025-11-10,18,0,Alpine practice exercise
hansicachinni,db-connector,https://hub.docker.com/r/hansicachinni/db-connector,2025-09-28,2025-09-28,2025-11-11,27,0,Assignment-1: Dockerized app that reads DB env vars and connects to the database on port 8080.
hansicachinni,scrapper,https://hub.docker.com/r/hansicachinni/scrapper,2025-09-28,2025-09-28,2025-11-11,24,0,Assignment-2: Dockerized Python scrapper that fetches a webpage and prints its <h1> and <h2> titles.
hansicachinni,mt,https://hub.docker.com/r/hansicachinni/mt,2025-09-28,2025-09-29,2025-11-11,48,0,"Midterm lab question practice: Dockerized Flask app, uploads versions to IPFS, and hosts via IPNS."
hansicachinni,flaskmidterm,https://hub.docker.com/r/hansicachinni/flaskmidterm,2025-09-29,2025-09-29,2025-11-11,25,0,"Missed midterm evaluation - flask app dockerized, versioned, and shared via IPFS/IPNS"
hansicachinni,ipfs-nginx-cys-endsem-22019,https://hub.docker.com/r/hansicachinni/ipfs-nginx-cys-endsem-22019,2025-10-31,2025-10-31,2025-11-10,24,0,End semester lab evaluation: Ubuntu container setting up a private IPFS node with Nginx web server.
hansicachinni,bookmarklet,https://hub.docker.com/r/hansicachinni/bookmarklet,2025-11-12,2025-11-12,2025-11-12,24,0,
hansicachinni,hidden,https://hub.docker.com/r/hansicachinni/hidden,2025-11-13,2025-11-13,2025-11-13,13,0,
firestrom,db-connector-app,https://hub.docker.com/r/firestrom/db-connector-app,2025-07-07,2025-07-08,2025-11-10,20,0,This image is for Databse Connector App (Assignment)
firestrom,dscc-practice,https://hub.docker.com/r/firestrom/dscc-practice,2025-07-07,2025-07-07,2025-11-10,14,0,This is a practice image.
firestrom,web-scrapper,https://hub.docker.com/r/firestrom/web-scrapper,2025-07-09,2025-07-10,2025-11-10,13,0,This image is for Lab-1 Assignment (Additional)
firestrom,labeval,https://hub.docker.com/r/firestrom/labeval,2025-07-12,2025-07-12,2025-11-10,14,0,This image is for Lab Evaluation -1 Docker Creation and Pushing to DockerHub
firestrom,ipfs-daemon,https://hub.docker.com/r/firestrom/ipfs-daemon,2025-07-30,2025-07-30,2025-11-10,33,0,This image is an Extension of Lab - 2 Interplanetary File System (IPFS)
firestrom,private-ipfs-dnslink,https://hub.docker.com/r/firestrom/private-ipfs-dnslink,2025-08-13,2025-08-13,2025-11-10,51,0,This image is an extension of Lab-2 Interplanetary File System (IPFS)
firestrom,flask-app,https://hub.docker.com/r/firestrom/flask-app,2025-08-21,2025-08-21,2025-11-10,18,0,This image is for Mid-Semester Lab Evaluation
firestrom,ipfs-nginx-cys-endsem-22020,https://hub.docker.com/r/firestrom/ipfs-nginx-cys-endsem-22020,2025-10-31,2025-10-31,2025-11-10,32,0,This image is part of the End-Semester Lab Evaluation
